GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC04_EST_VC02,HC04_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC04_EST_VC04,HC04_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC04_EST_VC05,HC04_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC04_EST_VC07,HC04_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC04_EST_VC08,HC04_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC04_EST_VC09,HC04_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC04_EST_VC10,HC04_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC04_EST_VC11,HC04_MOE_VC11,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC04_EST_VC15,HC04_MOE_VC15,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC04_EST_VC18,HC04_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC04_EST_VC19,HC04_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC04_EST_VC20,HC04_MOE_VC20
0400000US12,12,Florida,7328046,25793,4693411,24879,3380103,24537,2634635,21591,7.9,0.2,5.0,0.2,2.3,0.2,14.2,0.4,5.5,0.1,3.5,0.1,1.9,0.1,9.6,0.3,12.1,0.2,9.3,0.2,6.5,0.3,17.9,0.4,11.6,0.2,10.5,0.2,8.7,0.3,14.1,0.3,15.1,0.2,15.0,0.3,13.9,0.3,15.2,0.4,18.3,0.2,20.0,0.3,21.3,0.4,14.4,0.3,10.8,0.2,12.7,0.3,14.9,0.3,6.6,0.2,10.9,0.2,13.8,0.3,17.1,0.3,5.0,0.2,3.8,0.1,4.9,0.2,6.3,0.2,1.5,0.1,4.0,0.1,5.4,0.2,7.0,0.2,1.5,0.1,47463,329,57212,401,68757,592,30563,272,67510,426,79196,626,92538,817,43989,502,34.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),34.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32.5,(X)
0400000US13,13,Georgia,3587521,13961,2426392,15122,1692033,16406,1161129,13258,8.5,0.2,5.8,0.2,1.8,0.2,15.4,0.6,5.6,0.2,3.7,0.2,1.7,0.2,10.2,0.5,11.4,0.3,9.4,0.3,6.2,0.3,16.0,0.5,10.6,0.3,9.6,0.3,7.8,0.3,13.1,0.6,14.4,0.3,14.2,0.4,12.9,0.4,15.0,0.6,17.9,0.4,18.5,0.4,20.0,0.5,15.6,0.6,11.6,0.3,13.5,0.4,16.4,0.5,6.7,0.4,11.3,0.3,13.9,0.4,18.0,0.5,5.2,0.3,4.4,0.2,5.6,0.2,7.6,0.3,1.6,0.2,4.4,0.2,5.7,0.2,7.7,0.3,1.4,0.2,49321,543,58885,791,74419,864,31104,495,68820,591,79611,807,95862,1017,43557,816,33.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),34.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.0,(X)
0400000US15,15,Hawaii,450769,4870,314151,5725,232049,4639,136618,5076,5.7,0.6,3.2,0.6,1.6,0.4,12.9,1.4,3.5,0.4,1.9,0.4,1.3,0.3,7.4,1.0,7.2,0.6,5.0,0.7,3.7,0.7,12.5,1.4,7.2,0.6,6.9,0.7,5.5,0.8,10.1,1.4,11.6,0.8,11.0,0.8,9.6,0.9,14.1,1.5,18.8,0.9,18.9,1.0,18.2,1.1,18.8,1.6,14.5,0.7,15.8,1.0,16.7,1.0,10.4,1.3,17.9,0.7,21.3,1.0,24.2,1.2,9.1,1.3,7.5,0.6,8.7,0.6,10.3,0.9,2.6,0.7,6.1,0.5,7.1,0.6,8.9,0.8,2.2,0.5,69592,1456,79187,1960,88986,2792,41669,1923,86866,1800,96672,2353,107596,2877,55586,2365,31.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),31.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.6,(X)
0400000US16,16,Idaho,591587,4733,407499,5941,324619,6464,184088,6013,7.1,0.7,3.9,0.5,1.8,0.3,15.5,1.8,5.3,0.5,2.6,0.4,1.5,0.3,11.9,1.1,11.8,0.7,8.8,0.7,6.5,0.7,19.7,1.4,12.2,0.8,10.6,0.8,8.9,0.8,15.8,1.6,15.5,0.7,15.9,0.9,15.3,0.9,14.0,1.4,19.8,0.9,22.5,1.2,24.3,1.3,12.8,1.2,11.8,0.8,14.5,1.0,17.0,1.1,5.4,0.9,10.4,0.7,13.2,1.0,15.3,1.1,3.3,0.7,2.9,0.3,3.9,0.4,4.5,0.5,0.5,0.3,3.2,0.4,4.0,0.6,4.9,0.7,1.2,0.5,47861,1275,58101,1643,65323,1458,26708,1149,64115,1639,74539,2144,82828,2383,38448,2309,30.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),30.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.3,(X)
0400000US17,17,Illinois,4772421,12392,3099184,17994,2269298,16848,1673237,15699,7.3,0.2,4.5,0.2,1.3,0.1,13.6,0.4,4.6,0.1,2.7,0.1,1.3,0.1,8.4,0.3,9.9,0.2,6.9,0.2,4.3,0.2,15.9,0.4,9.3,0.2,7.8,0.2,6.0,0.2,12.4,0.3,12.8,0.2,11.9,0.2,10.6,0.3,14.4,0.4,17.8,0.3,18.3,0.4,18.4,0.4,16.5,0.3,12.7,0.2,14.7,0.3,16.5,0.4,8.3,0.4,14.1,0.2,17.7,0.3,21.6,0.4,6.7,0.3,5.8,0.2,7.7,0.2,9.8,0.3,2.0,0.1,5.8,0.1,7.8,0.2,10.2,0.3,1.8,0.2,57444,429,71796,579,86541,681,34681,572,79379,528,94388,843,110525,1031,48899,578,32.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),33.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.8,(X)
0400000US18,18,Indiana,2502739,10912,1657223,12597,1219395,13717,845516,11094,7.0,0.2,4.5,0.2,1.4,0.2,13.3,0.6,5.3,0.2,3.1,0.2,1.2,0.1,10.2,0.5,11.4,0.3,7.7,0.3,4.7,0.3,19.4,0.6,11.4,0.3,9.4,0.4,7.2,0.4,15.8,0.6,15.4,0.4,14.8,0.4,13.9,0.4,16.6,0.6,19.9,0.3,22.0,0.5,23.8,0.6,14.3,0.6,12.3,0.3,15.4,0.3,18.5,0.4,5.4,0.4,11.2,0.3,14.8,0.4,18.7,0.5,3.4,0.3,3.3,0.2,4.4,0.3,5.7,0.3,0.8,0.1,2.9,0.1,3.8,0.2,5.0,0.2,0.8,0.2,49446,487,60780,522,72385,689,29469,659,64422,550,76177,791,88723,926,38554,695,28.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),28.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.5,(X)
0400000US19,19,Iowa,1241471,6257,801562,6871,636747,7680,439909,6881,6.1,0.3,3.3,0.3,1.2,0.2,12.2,0.7,5.1,0.3,2.3,0.2,1.1,0.2,10.6,0.7,10.7,0.4,6.4,0.4,3.9,0.3,19.3,0.8,10.1,0.3,8.2,0.4,6.4,0.4,14.3,0.6,14.4,0.4,13.5,0.5,12.0,0.6,16.0,0.8,20.0,0.5,21.9,0.6,23.0,0.6,15.6,0.8,13.5,0.4,17.0,0.5,19.3,0.7,6.3,0.6,12.7,0.3,17.0,0.5,20.5,0.6,3.8,0.4,4.1,0.3,5.7,0.4,6.9,0.5,0.9,0.2,3.3,0.2,4.6,0.3,5.7,0.3,0.9,0.2,53712,761,67771,1010,77721,933,30280,622,69618,893,83934,1272,94670,1445,40849,928,29.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.9,(X)
0400000US20,20,Kansas,1109280,6429,728602,7887,564871,8163,380678,6986,6.4,0.3,3.5,0.3,1.5,0.2,13.1,0.8,5.1,0.3,2.7,0.3,1.2,0.2,10.3,0.7,10.5,0.4,7.1,0.5,3.9,0.4,18.1,0.7,11.0,0.4,8.9,0.4,6.9,0.4,15.7,0.8,14.1,0.4,13.2,0.6,12.0,0.6,15.7,0.8,19.6,0.5,20.9,0.7,22.2,0.8,15.4,0.7,12.7,0.4,15.7,0.5,18.1,0.7,6.0,0.5,12.4,0.4,16.7,0.6,20.3,0.7,3.7,0.4,4.1,0.3,5.6,0.4,6.9,0.5,1.0,0.2,4.0,0.2,5.5,0.3,6.9,0.4,0.9,0.2,52504,706,66425,836,77721,1333,30376,503,71045,898,85220,1281,97278,1597,41194,1285,28.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),28.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.0,(X)
0400000US21,21,Kentucky,1712094,8632,1124586,10250,828926,10947,587508,8821,10.1,0.4,6.3,0.4,2.5,0.2,19.1,0.8,6.8,0.2,4.1,0.3,2.2,0.2,12.5,0.7,13.1,0.4,10.3,0.5,6.7,0.4,19.0,0.8,11.2,0.3,10.1,0.4,8.6,0.4,13.4,0.5,14.7,0.4,14.7,0.4,14.6,0.5,14.5,0.6,17.7,0.4,20.0,0.5,22.3,0.6,12.1,0.7,10.7,0.3,13.5,0.5,16.5,0.6,5.0,0.4,10.1,0.3,13.5,0.4,17.0,0.5,2.9,0.3,3.0,0.2,4.1,0.3,5.2,0.4,0.7,0.2,2.5,0.2,3.4,0.2,4.4,0.3,0.8,0.2,42958,697,54776,748,66162,781,24612,620,59057,709,70377,897,82175,1019,35178,805,29.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.5,(X)
0400000US22,22,Louisiana,1718194,10232,1112659,9882,741899,10099,605535,11470,10.3,0.4,6.4,0.3,2.2,0.3,19.0,0.8,6.9,0.3,4.5,0.4,1.8,0.3,11.9,0.6,12.5,0.4,10.3,0.4,6.3,0.5,17.2,0.8,11.0,0.4,10.0,0.5,7.8,0.5,13.2,0.7,13.8,0.4,13.4,0.5,12.2,0.6,14.5,0.6,16.1,0.5,17.7,0.6,19.7,0.7,12.1,0.7,10.3,0.4,12.6,0.5,15.7,0.6,5.5,0.5,11.5,0.4,15.1,0.6,20.4,0.8,4.1,0.4,3.9,0.2,5.2,0.3,7.3,0.4,1.3,0.2,3.6,0.2,4.8,0.3,6.7,0.4,1.2,0.2,44555,738,56573,851,75066,1341,26239,632,63728,771,76002,1106,93342,1441,38526,968,34.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),35.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.8,(X)
0400000US23,23,Maine,549841,5205,344585,5357,263704,4972,205256,5521,7.3,0.5,4.2,0.5,1.2,0.3,13.6,1.0,6.6,0.5,3.1,0.5,1.5,0.3,13.3,1.2,11.0,0.6,7.5,0.6,5.0,0.5,17.5,1.1,11.5,0.5,10.5,0.7,8.5,0.7,13.6,1.0,14.0,0.6,13.6,0.8,12.9,0.8,14.9,1.2,18.7,0.8,20.8,0.9,21.9,1.1,14.5,1.4,12.8,0.6,16.2,0.8,18.9,1.0,6.5,0.8,11.2,0.6,15.1,0.8,18.6,1.0,3.7,0.6,3.6,0.4,4.7,0.6,5.8,0.7,1.0,0.3,3.3,0.4,4.3,0.5,5.5,0.7,1.4,0.5,49462,1112,62078,917,73188,1789,28732,1798,65842,1560,78247,1782,89785,2304,41744,2597,24.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),24.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23.6,(X)
0400000US24,24,Maryland,2165438,8230,1445972,11686,1022058,12423,719466,9974,5.2,0.2,3.1,0.2,1.1,0.1,10.3,0.5,3.3,0.2,1.9,0.2,0.8,0.1,6.5,0.5,6.7,0.3,4.7,0.3,2.4,0.3,11.6,0.5,7.3,0.2,6.3,0.3,4.3,0.3,10.1,0.5,11.0,0.3,9.8,0.4,7.5,0.4,14.2,0.6,17.1,0.4,15.9,0.5,14.3,0.5,19.0,0.7,13.3,0.4,13.9,0.5,14.2,0.6,11.5,0.7,18.0,0.4,21.0,0.5,24.6,0.7,10.7,0.6,9.1,0.3,11.4,0.4,14.6,0.4,3.8,0.4,9.0,0.2,12.0,0.4,16.2,0.5,2.3,0.2,73971,867,89678,1191,108624,1508,46684,831,97016,829,112887,1171,133334,1457,60494,1058,33.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),33.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.4,(X)
0400000US25,25,Massachusetts,2549336,9145,1610581,11929,1183524,12258,938755,12055,6.3,0.2,3.7,0.3,1.2,0.1,11.6,0.5,5.0,0.2,2.5,0.2,1.0,0.1,9.7,0.4,8.6,0.3,5.6,0.3,3.0,0.2,14.2,0.5,7.6,0.3,6.5,0.3,4.7,0.3,10.1,0.5,10.1,0.2,9.3,0.3,7.4,0.3,11.8,0.4,15.7,0.3,15.0,0.3,14.1,0.4,16.5,0.5,12.4,0.3,13.6,0.4,14.3,0.4,9.8,0.5,17.0,0.3,20.5,0.4,24.2,0.5,10.1,0.5,8.1,0.3,10.7,0.4,13.6,0.5,3.2,0.3,9.3,0.2,12.6,0.4,16.5,0.5,3.0,0.2,69160,957,87951,980,106780,991,40329,834,95404,834,115057,1157,136207,1492,58351,990,32.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),33.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.3,(X)
0400000US26,26,Michigan,3834574,12574,2485159,14714,1814961,13892,1349415,13856,7.8,0.2,5.0,0.2,1.7,0.1,14.4,0.5,5.4,0.2,3.2,0.1,1.5,0.1,9.8,0.3,11.4,0.2,8.0,0.3,4.7,0.2,18.5,0.5,11.0,0.2,9.1,0.2,7.2,0.3,14.7,0.4,14.5,0.2,13.8,0.3,13.1,0.3,15.6,0.4,18.6,0.3,20.5,0.4,21.7,0.4,14.3,0.4,11.9,0.2,14.4,0.3,17.1,0.4,6.3,0.3,11.8,0.2,15.6,0.3,19.4,0.4,4.3,0.2,4.0,0.1,5.5,0.2,7.2,0.3,1.0,0.1,3.6,0.1,4.9,0.2,6.4,0.2,1.0,0.1,49847,385,62143,472,75187,596,29855,458,66794,414,79624,623,93320,815,40684,537,29.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),30.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.3,(X)
0400000US27,27,Minnesota,2129195,6975,1369594,10930,1075956,10727,759601,9403,5.4,0.2,3.0,0.2,0.9,0.1,10.7,0.5,4.4,0.2,2.0,0.2,0.9,0.1,9.1,0.4,8.8,0.2,5.4,0.2,3.3,0.2,15.8,0.5,8.9,0.3,7.1,0.3,5.2,0.3,12.8,0.5,12.9,0.3,11.0,0.3,9.5,0.3,16.6,0.6,19.0,0.4,19.2,0.4,19.0,0.4,17.7,0.6,13.8,0.3,16.4,0.4,18.2,0.4,8.0,0.4,15.4,0.3,20.0,0.5,23.5,0.6,6.3,0.4,5.8,0.2,7.9,0.3,9.6,0.4,1.6,0.2,5.7,0.2,7.9,0.3,9.8,0.3,1.3,0.2,61481,471,77941,867,89492,930,36076,476,81824,772,98701,1040,111818,1226,47805,728,24.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),24.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23.7,(X)
0400000US28,28,Mississippi,1095823,8793,738463,9100,482221,9251,357360,7188,11.5,0.5,7.7,0.4,2.0,0.3,20.8,1.1,7.4,0.4,4.6,0.3,2.3,0.3,13.9,0.8,13.7,0.5,11.1,0.6,7.6,0.7,19.1,1.1,12.3,0.4,11.6,0.6,8.9,0.6,14.1,0.8,14.5,0.6,14.9,0.8,14.6,0.7,13.8,1.1,16.8,0.6,19.4,0.8,22.8,1.0,10.4,0.7,10.2,0.5,13.2,0.6,17.4,0.8,3.5,0.5,9.0,0.4,11.5,0.5,15.9,0.8,2.9,0.5,2.5,0.2,3.2,0.3,4.5,0.4,0.8,0.3,2.1,0.2,2.8,0.3,4.0,0.4,0.6,0.2,39680,773,50178,750,65255,1144,22407,810,54887,832,64810,1167,79997,1611,32150,1057,32.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),34.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.1,(X)
0400000US29,29,Missouri,2354809,12290,1508816,13340,1124715,11111,845993,12185,8.2,0.3,4.6,0.3,1.5,0.2,15.9,0.6,5.6,0.2,3.2,0.2,1.7,0.2,10.6,0.5,11.3,0.3,8.1,0.3,5.1,0.3,18.1,0.5,11.6,0.3,9.6,0.4,7.8,0.4,15.0,0.6,14.6,0.4,14.0,0.4,13.1,0.4,15.5,0.7,18.8,0.4,21.3,0.5,22.9,0.6,13.4,0.6,11.9,0.3,14.9,0.5,17.4,0.6,5.7,0.3,11.0,0.3,14.8,0.5,18.4,0.6,3.7,0.3,3.7,0.2,5.1,0.2,6.6,0.3,1.0,0.1,3.2,0.1,4.4,0.2,5.6,0.2,1.0,0.2,48363,567,61299,545,72355,743,28375,556,65169,652,78263,782,90315,833,39233,847,29.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),30.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.2,(X)
0400000US30,30,Montana,410962,3391,251176,5144,199495,5288,159786,4588,7.5,0.7,4.6,0.6,1.4,0.3,13.4,1.4,6.6,0.6,2.4,0.4,1.4,0.3,13.0,1.4,11.6,0.7,7.5,0.7,5.6,0.7,18.5,1.4,12.0,0.7,10.6,0.9,9.3,1.0,14.8,1.2,15.4,0.8,15.3,0.9,15.0,0.9,15.3,1.5,18.8,0.9,21.6,1.3,22.5,1.4,14.0,1.5,11.0,0.7,14.6,0.9,17.1,1.0,4.7,0.8,10.8,0.7,14.4,1.0,17.0,1.2,4.4,0.8,3.1,0.4,4.4,0.6,5.3,0.7,0.8,0.3,3.2,0.3,4.5,0.5,5.4,0.6,0.9,0.3,46328,1217,60643,919,68729,1358,27970,1542,62309,1191,75858,1590,84770,1798,39045,1635,31.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),31.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.2,(X)
0400000US31,31,Nebraska,740765,3795,480317,5426,371696,5522,260448,5166,5.9,0.4,3.5,0.4,1.2,0.2,11.6,0.8,4.8,0.3,2.3,0.3,1.0,0.2,10.0,0.8,10.8,0.5,6.8,0.4,4.2,0.4,19.1,1.0,10.7,0.5,8.8,0.5,6.9,0.5,14.9,1.1,14.6,0.5,13.8,0.6,12.1,0.6,16.5,1.0,20.1,0.6,21.7,0.7,22.7,0.8,15.4,1.0,13.0,0.5,16.3,0.6,19.0,0.7,6.0,0.7,12.9,0.5,17.2,0.7,20.8,0.8,4.1,0.5,4.0,0.3,5.3,0.4,6.6,0.5,1.5,0.4,3.2,0.3,4.4,0.4,5.5,0.5,0.9,0.2,52686,688,66120,1068,76812,944,30980,636,68359,929,81074,1245,92195,1499,41499,1056,27.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),27.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.6,(X)
0400000US32,32,Nevada,1021519,6553,642461,7985,447162,6558,379058,7812,6.6,0.4,4.7,0.4,2.1,0.3,11.5,0.8,5.0,0.3,2.9,0.3,1.5,0.3,8.9,0.7,10.7,0.5,7.5,0.6,5.2,0.5,16.8,0.9,11.2,0.5,9.8,0.6,8.3,0.7,13.9,1.0,15.0,0.5,15.2,0.7,13.7,0.8,15.6,1.0,19.8,0.6,21.3,0.8,22.5,0.9,16.3,1.0,12.9,0.5,14.7,0.8,16.8,0.9,8.5,0.7,11.8,0.4,14.7,0.6,18.2,0.8,5.6,0.6,3.8,0.3,5.0,0.4,6.4,0.6,1.4,0.2,3.2,0.2,4.1,0.4,5.4,0.5,1.5,0.3,51450,683,60824,867,71166,1184,33861,1483,67029,874,76885,1386,88858,1838,46443,1318,33.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),34.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.7,(X)
0400000US33,33,New Hampshire,519756,4605,345901,5099,270978,4490,173855,5558,3.8,0.4,2.3,0.4,0.8,0.2,8.0,1.1,4.2,0.5,1.7,0.4,0.7,0.2,9.5,1.3,8.0,0.6,4.8,0.6,2.5,0.4,15.7,1.4,9.2,0.6,7.1,0.7,5.2,0.6,13.5,1.2,12.0,0.6,11.2,0.7,9.1,0.8,15.1,1.3,18.4,0.9,18.9,1.0,18.2,1.1,16.3,1.4,14.0,0.7,15.9,1.0,17.8,1.1,9.6,1.1,16.9,0.7,20.9,1.0,24.7,1.1,7.8,0.8,7.2,0.5,9.1,0.7,11.0,0.9,2.7,0.6,6.3,0.4,8.3,0.7,10.1,0.9,1.8,0.5,66532,1297,80581,1396,93338,2465,37522,1794,86622,1517,101152,2041,114580,2364,53249,2207,26.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),26.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.3,(X)
0400000US34,34,New Jersey,3194844,10719,2203675,15024,1607880,11979,991169,14189,5.7,0.2,3.4,0.2,1.3,0.1,11.8,0.5,3.7,0.2,2.3,0.2,1.0,0.1,7.3,0.4,8.1,0.2,5.4,0.2,3.1,0.2,14.7,0.4,7.6,0.2,6.4,0.3,4.5,0.3,10.7,0.5,10.6,0.3,9.6,0.3,7.7,0.3,13.2,0.5,16.0,0.3,15.4,0.4,14.3,0.4,16.9,0.6,12.3,0.3,13.0,0.4,13.5,0.4,10.3,0.4,17.1,0.3,20.2,0.4,23.7,0.5,9.0,0.4,8.6,0.2,10.9,0.3,13.6,0.4,2.9,0.3,10.4,0.3,13.3,0.3,17.2,0.4,3.2,0.2,71919,438,88419,975,107532,988,40828,629,99055,855,115323,1145,135242,1479,58519,1114,34.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),35.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.5,(X)
0400000US35,35,New Mexico,760916,6897,489532,7201,340733,6214,271384,7109,10.5,0.6,7.1,0.7,3.0,0.6,19.3,1.2,6.5,0.4,4.5,0.5,2.6,0.4,10.5,0.9,12.7,0.6,10.7,0.8,7.6,0.7,17.0,1.1,10.5,0.5,9.7,0.6,8.6,0.8,11.6,0.8,14.6,0.6,14.0,0.7,13.3,0.9,15.6,1.3,16.8,0.6,18.4,0.9,20.0,1.0,12.8,0.9,11.5,0.5,14.0,0.7,16.3,0.9,5.9,0.6,10.3,0.5,12.8,0.7,16.5,1.0,4.9,0.7,3.7,0.3,4.9,0.5,6.5,0.6,1.3,0.4,3.0,0.3,4.1,0.4,5.7,0.6,1.0,0.2,44803,849,54705,1503,67573,2203,27160,1324,61470,1199,71731,1655,85403,2316,39844,1432,28.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24.5,(X)
0400000US36,36,New York,7282398,15877,4621954,18878,3176379,16778,2660444,21709,8.1,0.2,5.1,0.2,1.8,0.1,14.4,0.4,5.2,0.1,3.4,0.1,1.8,0.1,8.7,0.3,9.8,0.2,7.8,0.2,5.0,0.2,13.9,0.3,8.8,0.2,7.8,0.2,6.0,0.2,10.8,0.3,11.8,0.2,11.5,0.2,9.9,0.2,12.7,0.3,16.3,0.2,16.7,0.3,16.5,0.3,15.4,0.4,11.9,0.2,13.2,0.2,14.6,0.3,9.0,0.3,14.2,0.2,16.9,0.3,20.7,0.4,8.6,0.3,6.4,0.1,8.0,0.2,10.4,0.3,3.1,0.2,7.6,0.1,9.7,0.2,13.2,0.3,3.4,0.2,58878,393,71115,401,89684,695,37063,451,86563,620,101025,905,122038,1190,57811,814,36.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),38.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.7,(X)
0400000US37,37,North Carolina,3790620,14716,2492048,17217,1803874,15234,1298572,16253,7.9,0.2,5.1,0.2,1.8,0.1,14.5,0.5,6.4,0.2,3.8,0.2,1.8,0.1,11.8,0.3,11.9,0.3,9.2,0.3,5.8,0.3,18.0,0.6,11.7,0.3,10.7,0.3,8.8,0.3,14.0,0.5,15.2,0.3,14.7,0.4,13.7,0.4,15.7,0.5,17.8,0.3,19.5,0.4,21.1,0.4,13.7,0.5,11.2,0.2,13.6,0.3,16.5,0.4,6.0,0.4,10.6,0.2,13.7,0.3,17.6,0.4,4.0,0.2,3.7,0.2,5.0,0.2,6.6,0.3,1.1,0.2,3.6,0.1,4.8,0.2,6.3,0.3,1.1,0.1,46556,381,57380,633,71101,626,28820,561,65099,505,76793,728,91052,985,40375,618,28.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.1,(X)
0400000US38,38,North Dakota,305431,3533,187800,4204,149016,3686,117631,4196,6.3,0.7,3.8,0.7,1.1,0.3,11.2,1.5,4.6,0.5,2.1,0.6,0.6,0.2,9.3,1.1,8.6,0.8,4.5,0.7,2.5,0.4,15.6,1.6,10.0,0.8,6.8,0.8,5.3,0.7,15.6,1.7,13.6,0.8,12.3,1.1,10.2,1.0,16.1,1.8,18.9,1.0,20.3,1.2,21.4,1.4,15.9,1.6,13.7,0.8,17.4,1.1,20.2,1.3,7.3,1.3,14.3,1.0,18.9,1.2,22.1,1.5,5.6,1.1,4.9,0.6,6.4,0.8,7.8,1.0,1.8,0.6,5.2,0.6,7.5,0.9,8.9,1.1,1.5,0.4,59029,1681,75221,2022,84781,2231,33528,1881,79136,1975,96611,3070,108478,3265,47997,2766,29.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.4,(X)
